athlete_id,event_id,ranking
1536,108,NULL
1536,105,NULL
1539,93,NULL
1540,63,NULL
1543,88,NULL
1544,96,NULL
1545,117,NULL
1546,113,NULL
1546,102,1
1546,106,1
1546,115,NULL
1547,120,NULL
1548,56,NULL
1549,69,NULL
1551,103,3
1551,107,NULL
1551,114,NULL
1552,21,NULL
1553,103,NULL
1553,107,NULL
1553,114,NULL
1554,113,NULL
1554,102,NULL
1554,106,NULL
1554,115,NULL
1555,21,NULL
1556,30,NULL
1556,26,NULL
1557,11,NULL
1557,13,NULL
1557,15,NULL
1558,30,NULL
1560,47,NULL
1560,49,NULL
1562,30,NULL
1564,57,NULL
1567,56,NULL
1569,62,NULL
1572,56,3
1573,120,NULL
1574,29,NULL
1574,25,NULL
1574,28,NULL
1575,93,1
1577,117,NULL
1578,11,NULL
1578,13,NULL
1579,108,NULL
1579,105,NULL
1580,12,NULL
1580,14,NULL
1581,56,NULL
1582,54,1
1583,79,NULL
1584,117,NULL
1587,12,NULL
1587,14,NULL
1589,11,NULL
1589,13,NULL
1590,30,NULL
1590,27,NULL
1591,69,NULL
1592,103,NULL
1592,107,NULL
1594,47,NULL
1594,49,NULL
1595,40,NULL
1596,71,NULL
1598,30,NULL
1598,26,NULL
1598,27,NULL
1599,82,NULL
1599,86,NULL
1601,113,3
1601,102,3
1601,115,NULL
1602,103,NULL
1602,114,NULL
1605,97,NULL
1606,29,NULL
1608,63,NULL
1609,11,NULL
1609,13,NULL
1609,15,NULL
1610,104,NULL
1610,115,3
1613,92,NULL
1615,117,NULL
1616,29,NULL
1616,28,NULL
1617,12,NULL
1619,92,NULL
1622,56,NULL
1624,117,NULL
1626,40,NULL
1629,15,NULL
1629,91,NULL
1630,29,NULL
1632,83,NULL
1633,82,3
1635,92,NULL
1636,96,NULL
1639,30,NULL
1639,26,NULL
1639,27,NULL
1641,28,NULL
1642,118,NULL
1644,56,NULL
1646,15,NULL
1646,91,NULL
1648,82,NULL
1650,82,NULL
1650,86,NULL
1652,15,NULL
1652,91,NULL
1653,69,NULL
1655,114,NULL
1656,29,NULL
1656,28,NULL
1657,59,NULL
1658,28,NULL
1659,12,NULL
1659,14,NULL
1659,16,NULL
1661,6,3
1663,29,NULL
1663,28,NULL
1664,98,NULL
1665,56,NULL
1666,12,NULL
1666,14,NULL
1667,15,NULL
1667,91,NULL
1669,53,NULL
1670,12,NULL
1670,14,NULL
1675,120,NULL
1676,21,1
1677,12,NULL
1679,108,NULL
1679,105,NULL
1682,14,2
1684,48,NULL
1684,50,NULL
1685,117,NULL
1686,30,NULL
1686,26,NULL
1687,93,NULL
1690,41,NULL
1691,13,NULL
1691,15,NULL
1692,108,NULL
1692,105,NULL
1693,29,NULL
1693,25,NULL
1694,83,NULL
1694,85,NULL
1695,15,NULL
1695,91,NULL
1697,30,NULL
1697,27,NULL
1698,92,NULL
1699,117,NULL
1700,12,NULL
1700,14,NULL
1701,1,NULL
1701,5,2
1703,11,NULL
1703,13,NULL
1703,15,NULL
1707,40,NULL
1710,72,NULL
1711,83,NULL
1713,57,NULL
1714,57,NULL
1715,54,NULL
1716,30,NULL
1716,27,NULL
1717,30,NULL
1717,26,NULL
1718,26,NULL
1720,4,NULL
1721,95,NULL
1722,51,NULL
1723,27,NULL
1724,97,3
1725,93,NULL
1728,117,NULL
1729,102,NULL
1729,115,NULL
1730,7,NULL
1731,116,NULL
1731,4,NULL
1732,117,NULL
1733,28,NULL
1734,56,NULL
1735,72,NULL
1736,21,NULL
1737,118,NULL
1738,1,NULL
1739,100,NULL
1739,94,NULL
1742,108,NULL
1742,105,NULL
1744,104,NULL
1744,113,NULL
1744,102,NULL
1744,106,NULL
1747,116,NULL
1747,4,NULL
1748,12,NULL
1748,14,NULL
1750,30,NULL
1750,27,NULL
1752,12,NULL
1752,14,NULL
1755,48,NULL
1755,50,NULL
1756,29,NULL
1756,28,NULL
1760,82,NULL
1761,11,NULL
1761,13,NULL
1761,15,NULL
1763,63,2
1765,69,NULL
1766,45,NULL
1766,51,NULL
1767,54,NULL
1772,89,NULL
1773,100,3
1773,94,1
1774,30,NULL
1774,26,NULL
1774,27,NULL
1776,48,NULL
1776,50,NULL
1778,30,NULL
1778,26,NULL
1780,1,NULL
1780,5,NULL
1781,116,NULL
1782,113,NULL
1782,102,NULL
1782,106,NULL
1782,115,NULL
1783,29,NULL
1783,25,NULL
1783,28,NULL
1784,27,NULL
1787,29,NULL
1787,25,NULL
1788,46,NULL
1788,52,NULL
1790,108,NULL
1790,105,NULL
1790,112,NULL
1791,109,NULL
1791,104,NULL
1792,46,NULL
1792,52,NULL
1795,104,NULL
1795,113,NULL
1795,102,NULL
1795,115,NULL
1796,26,NULL
1796,27,NULL
1797,108,NULL
1797,105,NULL
1798,97,NULL
1801,15,NULL
1802,118,NULL
1803,30,NULL
1803,26,NULL
1805,75,NULL
1805,72,NULL
1805,73,NULL
1806,55,NULL
1807,30,NULL
1807,27,NULL
1808,54,3
1813,41,3
1814,83,NULL
1815,54,NULL
1816,47,NULL
1816,49,NULL
1817,71,NULL
1818,40,NULL
1819,11,NULL
1819,13,NULL
1819,15,NULL
1820,117,NULL
1825,29,NULL
1825,28,NULL
1827,116,NULL
1827,6,NULL
1827,4,NULL
1828,1,NULL
1828,5,NULL
1829,12,NULL
1830,11,NULL
1830,13,NULL
1834,118,NULL
1835,29,NULL
1835,25,NULL
1835,28,NULL
1838,118,NULL
1841,21,NULL
1846,72,NULL
1847,95,NULL
1848,83,3
1849,72,NULL
1850,29,NULL
1850,25,NULL
1850,28,NULL
1851,105,3
1851,112,1
1851,114,NULL
1852,63,NULL
1853,97,NULL
1854,48,NULL
1854,50,NULL
1855,26,NULL
1856,29,NULL
1856,25,NULL
1857,29,NULL
1857,25,NULL
1859,113,NULL
1859,115,NULL
1861,95,NULL
1862,72,NULL
1864,21,2
1866,108,NULL
1866,105,NULL
1866,112,NULL
1867,29,NULL
1867,25,NULL
1867,28,NULL
1868,40,NULL
1869,46,NULL
1869,52,NULL
1870,100,NULL
1870,94,NULL
1873,30,NULL
1873,26,NULL
1874,30,NULL
1874,26,NULL
1874,27,NULL
1875,55,NULL
1876,1,NULL
1876,5,NULL
1877,92,NULL
1878,105,NULL
1878,112,3
1882,30,NULL
1882,26,3
1888,7,NULL
1891,92,NULL
1893,116,NULL
1893,6,2
1893,4,3
1894,108,NULL
1894,105,NULL
1894,112,NULL
1894,103,NULL
1894,114,NULL
1895,12,NULL
1895,14,NULL
1896,12,NULL
1896,14,NULL
1897,117,NULL
1899,54,NULL
1900,69,NULL
1901,69,1
1902,27,2
1903,15,NULL
1903,91,NULL
1905,25,NULL
1905,28,NULL
1906,55,NULL
1909,45,3
1909,51,1
1911,62,NULL
1912,74,NULL
1915,117,NULL
1916,96,3
1918,117,NULL
1919,30,NULL
1919,26,NULL
1920,116,NULL
1920,6,NULL
1920,4,NULL
1921,82,NULL
1922,119,NULL
1923,1,NULL
1923,5,NULL
1925,117,NULL
1926,109,NULL
1926,104,NULL
1926,113,NULL
1928,95,NULL
1930,117,NULL
1932,48,NULL
1932,50,NULL
1933,25,NULL
1934,82,NULL
1934,86,NULL
1936,89,NULL
1937,83,NULL
1938,97,NULL
1940,117,NULL
1941,12,NULL
1941,14,NULL
1943,95,NULL
1944,116,3
1944,4,NULL
1945,113,NULL
1945,115,NULL
1946,117,NULL
1947,29,NULL
1947,25,NULL
1948,120,NULL
1949,83,NULL
1949,85,NULL
1950,47,NULL
1950,49,NULL
1951,120,NULL
1954,98,NULL
1955,57,NULL
1957,92,NULL
1958,93,2
1959,53,NULL
1960,12,NULL
1960,14,NULL
1960,16,NULL
1964,117,NULL
1965,100,NULL
1965,94,NULL
1967,26,NULL
1967,27,NULL
1968,12,NULL
1968,14,NULL
1969,48,NULL
1969,50,NULL
1970,30,NULL
1970,26,NULL
1970,27,NULL
1971,100,NULL
1971,94,NULL
1972,97,NULL
1974,109,NULL
1974,104,NULL
1975,100,NULL
1975,94,NULL
1977,11,2
1977,13,NULL
1977,15,NULL
1978,29,NULL
1978,25,NULL
1979,118,NULL
1980,30,NULL
1980,26,NULL
1980,27,NULL
1988,117,NULL
1990,41,NULL
1991,41,NULL
1993,103,NULL
1993,114,NULL
1996,116,NULL
1996,4,NULL
1997,93,NULL
1998,54,NULL
2002,118,NULL
2003,95,NULL
2004,11,NULL
2004,13,NULL
2004,15,NULL
2006,29,NULL
2006,25,NULL
2006,28,NULL
2009,72,NULL
2010,7,NULL
2012,117,NULL
2013,41,NULL
2014,1,NULL
2014,5,NULL
2015,6,NULL
2018,69,NULL
2020,118,NULL
2021,11,NULL
2021,13,NULL
2021,15,NULL
2022,1,NULL
2022,5,NULL
2023,11,NULL
2023,13,NULL
2023,15,NULL
2026,46,NULL
2026,52,NULL
2028,117,NULL
2029,1,NULL
2029,5,NULL
2031,100,NULL
2031,94,NULL
2033,11,NULL
2033,13,NULL
2033,15,1
2034,29,NULL
2034,28,NULL
2035,117,NULL
2036,117,NULL
2037,71,NULL
2038,53,NULL
2039,100,NULL
2039,94,NULL
2040,30,NULL
2040,26,NULL
2041,72,NULL
2045,71,NULL
2045,74,NULL
2049,12,NULL
2049,14,NULL
2049,16,NULL
2050,83,NULL
2051,82,2
2052,75,NULL
2054,55,NULL
2055,62,NULL
2056,92,NULL
2057,117,NULL
2058,29,NULL
2058,25,NULL
2058,28,NULL
2059,1,NULL
2059,5,NULL
2060,27,NULL
2061,30,NULL
2061,27,NULL
2062,29,NULL
2062,28,NULL
2064,117,NULL
2065,7,NULL
2065,9,NULL
2066,55,NULL
2070,6,NULL
2070,4,NULL
2071,1,NULL
2071,5,NULL
2072,46,NULL
2072,52,NULL
2073,55,NULL
2074,83,1
2074,85,NULL
2077,12,NULL
2077,14,NULL
2078,69,NULL
2079,46,NULL
2079,52,NULL
2080,47,NULL
2080,49,NULL
2086,7,NULL
2087,11,NULL
2087,13,NULL
2087,15,NULL
2089,82,NULL
2090,62,NULL
2091,89,NULL
2094,116,NULL
2096,54,NULL
2100,57,NULL
2102,95,NULL
2103,12,NULL
2103,14,NULL
2105,82,NULL
2105,86,NULL
2106,29,NULL
2106,28,NULL
2108,100,NULL
2108,94,NULL
2109,12,NULL
2109,14,NULL
2110,98,NULL
2112,57,NULL
2113,118,NULL
2114,63,NULL
2115,12,NULL
2115,14,NULL
2116,120,NULL
2117,41,NULL
2119,69,NULL
2120,69,NULL
2122,46,NULL
2122,52,NULL
2124,29,NULL
2124,28,NULL
2126,29,NULL
2127,120,NULL
2128,56,NULL
2130,7,NULL
2132,27,NULL
2133,120,NULL
2136,93,NULL
2137,113,1
2138,72,3
2139,15,NULL
2139,91,NULL
2143,117,NULL
2144,40,NULL
2145,12,NULL
2146,62,NULL
2148,5,NULL
2150,46,NULL
2150,52,NULL
2151,117,NULL
2152,117,NULL
2153,116,NULL
2153,4,NULL
2155,15,NULL
2155,91,NULL
2157,13,NULL
2157,15,NULL
2158,95,NULL
2159,108,NULL
2160,104,NULL
2160,113,NULL
2160,102,NULL
2160,115,NULL
2161,55,2
2162,12,NULL
2162,14,NULL
2163,72,NULL
2163,73,NULL
2164,57,NULL
2167,29,NULL
2167,25,NULL
2169,108,NULL
2169,105,NULL
2170,11,NULL
2170,13,NULL
2170,15,NULL
2174,46,1
2174,52,NULL
2175,30,NULL
2175,26,NULL
2177,29,NULL
2177,28,NULL
2178,117,NULL
2179,28,NULL
2180,69,NULL
2181,29,NULL
2181,25,NULL
2182,28,NULL
2183,113,NULL
2183,102,NULL
2183,106,NULL
2184,12,NULL
2184,14,NULL
2186,100,2
2186,94,2
2187,41,NULL
2188,41,2
2190,117,NULL
2191,117,NULL
2195,46,NULL
2195,52,NULL
2196,41,NULL
2197,40,NULL
2198,109,NULL
2199,11,NULL
2199,13,NULL
2199,15,NULL
2201,117,NULL
2203,71,NULL
2203,74,NULL
2204,30,NULL
2204,27,NULL
2207,71,3
2207,74,2
2208,6,NULL
2209,118,NULL
2211,112,NULL
2211,103,NULL
2211,114,NULL
2212,104,NULL
2212,113,NULL
2212,102,NULL
2212,115,NULL
2214,40,3
2215,25,NULL
2215,28,NULL
2216,30,NULL
2216,27,NULL
2217,30,NULL
2217,26,NULL
2217,27,NULL
2218,41,NULL
2219,30,NULL
2219,26,NULL
2219,27,NULL
2220,30,NULL
2221,117,NULL
2222,29,NULL
2222,28,NULL
2224,117,NULL
2228,96,NULL
2232,117,NULL
2233,93,NULL
2234,27,NULL
2235,98,NULL
2236,29,NULL
2236,28,NULL
2238,116,NULL
2240,41,NULL
2241,41,NULL
2242,46,NULL
2242,52,NULL
2243,5,NULL
2244,115,NULL
2246,6,NULL
2247,69,NULL
2248,82,NULL
2248,86,NULL
2250,54,NULL
2251,57,NULL
2252,29,NULL
2252,28,NULL
2253,1,NULL
2253,5,NULL
2255,97,NULL
2257,113,NULL
2258,11,NULL
2258,13,NULL
2258,15,NULL
2259,27,NULL
2260,25,NULL
2262,62,NULL
2265,30,NULL
2265,26,NULL
2265,27,NULL
2271,62,NULL
2272,6,NULL
2272,4,NULL
2274,1,NULL
2274,5,NULL
2275,47,NULL
2275,49,NULL
2276,53,2
2280,116,NULL
2280,4,NULL
2281,4,NULL
2283,116,NULL
2283,4,NULL
2285,40,NULL
2286,4,NULL
2287,30,NULL
2287,27,NULL
2289,115,NULL
2290,112,NULL
2290,107,2
2292,41,NULL
2295,11,NULL
2295,13,NULL
2295,15,NULL
2300,82,NULL
2300,86,NULL
2302,82,NULL
2302,86,NULL
2303,40,1
2304,117,NULL
2305,29,NULL
2305,25,NULL
2305,28,NULL
2306,11,NULL
2306,13,NULL
2306,15,NULL
2307,53,3
2308,59,NULL
2310,56,NULL
2311,1,NULL
2311,5,NULL
2312,116,NULL
2312,4,NULL
2314,92,NULL
2315,7,NULL
2319,48,NULL
2319,50,NULL
2320,96,NULL
2321,72,NULL
2322,41,NULL
2323,108,NULL
2323,105,NULL
2324,117,NULL
2325,29,NULL
2325,25,NULL
2325,28,NULL
2326,69,NULL
2327,40,NULL
2328,88,NULL
2329,12,NULL
2329,14,NULL
2331,82,NULL
2331,86,NULL
2333,97,NULL
2334,71,NULL
2335,75,NULL
2335,72,NULL
2335,73,NULL
2337,117,NULL
2338,11,NULL
2338,13,NULL
2338,15,NULL
2339,109,NULL
2339,104,NULL
2340,56,2
2340,46,NULL
2340,52,NULL
2341,59,NULL
2343,30,NULL
2343,27,NULL
2344,12,NULL
2345,118,NULL
2347,30,NULL
2347,27,NULL
2350,12,1
2350,14,NULL
2350,16,NULL
2351,29,NULL
2351,25,NULL
2352,11,NULL
2352,13,NULL
2354,117,NULL
2355,46,NULL
2355,52,NULL
2356,120,NULL
2358,30,NULL
2358,27,NULL
2359,29,NULL
2359,25,NULL
2359,28,NULL
2360,28,NULL
2361,69,NULL
2362,5,NULL
2366,11,NULL
2366,13,NULL
2366,15,NULL
2367,12,NULL
2367,14,NULL
2368,29,NULL
2368,25,NULL
2369,117,NULL
2370,62,NULL
2373,109,NULL
2373,104,NULL
2373,113,NULL
2374,88,NULL
2375,54,2
2376,30,NULL
2377,28,NULL
2380,108,NULL
2380,105,NULL
2380,112,NULL
2381,29,NULL
2381,28,NULL
2382,63,NULL
2384,117,NULL
2386,117,NULL
2387,95,NULL
2389,117,NULL
2391,83,NULL
2392,105,NULL
2392,112,NULL
2396,15,NULL
2396,91,NULL
2397,72,NULL
2397,73,NULL
2400,41,NULL
2401,83,NULL
2406,29,NULL
2406,25,NULL
2408,11,NULL
2408,13,NULL
2408,15,NULL
2409,100,NULL
2409,94,NULL
2410,30,NULL
2410,27,NULL
2412,117,NULL
2413,13,NULL
2413,15,NULL
2415,48,NULL
2415,50,NULL
2416,12,NULL
2418,26,NULL
2420,117,NULL
2421,29,NULL
2421,25,NULL
2421,28,NULL
2422,30,NULL
2422,27,NULL
2423,53,NULL
2424,30,NULL
2424,27,NULL
2427,29,NULL
2427,25,NULL
2428,117,NULL
2429,83,NULL
2431,71,NULL
2431,74,NULL
2432,12,NULL
2433,27,NULL
2435,108,1
2435,105,1
2435,112,2
2435,114,NULL
2437,108,NULL
2437,105,NULL
2440,112,NULL
2440,103,NULL
2440,114,NULL
2443,82,NULL
2443,86,NULL
2445,13,NULL
2445,15,NULL
2446,12,NULL
2446,14,NULL
2448,82,1
2449,30,NULL
2449,26,NULL
2449,27,NULL
2450,11,NULL
2450,13,NULL
2450,15,NULL
2451,1,NULL
2451,5,NULL
2454,56,NULL
2456,15,NULL
2456,91,3
2457,57,NULL
2461,55,NULL
2462,56,NULL
2464,72,2
2464,73,NULL
2465,83,NULL
2467,25,NULL
2467,28,2
2469,95,NULL
2470,62,NULL
2471,1,NULL
2471,5,NULL
2473,100,NULL
2473,94,NULL
2475,28,1
2476,46,NULL
2476,52,3
2481,117,NULL
2482,103,NULL
2482,107,NULL
2482,114,NULL
2483,29,NULL
2484,71,NULL
2485,117,NULL
2486,46,NULL
2486,52,NULL
2487,116,NULL
2487,4,NULL
2488,117,NULL
2489,51,3
2490,46,NULL
2490,52,NULL
2493,106,NULL
2494,100,NULL
2494,94,NULL
2496,109,3
2496,104,3
2496,113,NULL
2497,79,NULL
2498,82,NULL
2498,86,NULL
2499,93,NULL
2500,12,NULL
2500,14,NULL
2501,12,NULL
2501,14,NULL
2502,117,NULL
2503,53,NULL
2504,14,NULL
2504,16,NULL
2505,45,NULL
2505,51,NULL
2507,12,NULL
2509,102,NULL
2509,106,NULL
2509,115,NULL
2514,62,1
2515,30,NULL
2516,117,NULL
2517,117,NULL
2518,57,NULL
2519,57,NULL
2520,97,NULL
2521,69,NULL
2522,98,NULL
2524,117,NULL
2528,97,NULL
2529,53,NULL
2531,112,NULL
2531,114,NULL
2534,45,NULL
2534,51,NULL
2535,59,NULL
2538,54,NULL
2540,107,NULL
2540,114,2
2543,109,NULL
2543,104,NULL
2547,71,NULL
2548,79,NULL
2550,29,NULL
2551,46,NULL
2551,52,NULL
2554,11,NULL
2554,13,NULL
2554,15,NULL
2555,12,NULL
2555,14,NULL
2558,12,NULL
2558,14,NULL
2561,83,2
2562,57,2
2563,12,NULL
2563,14,NULL
2564,96,NULL
2565,47,NULL
2565,49,NULL
2566,117,NULL
2567,117,NULL
2568,71,NULL
2569,40,NULL
2570,82,NULL
2571,117,NULL
2572,98,1
2573,82,NULL
2576,117,NULL
2577,12,NULL
2577,14,NULL
2578,72,NULL
2579,103,NULL
2579,107,NULL
2582,97,NULL
2588,45,NULL
2588,51,NULL
2590,83,NULL
2590,85,NULL
2593,83,NULL
2593,85,NULL
2595,117,NULL
2596,7,NULL
2597,29,NULL
2597,25,NULL
2599,6,NULL
2600,62,NULL
2605,29,NULL
2605,28,NULL
2606,30,NULL
2606,27,NULL
2607,82,NULL
2608,69,NULL
2610,95,NULL
2611,11,NULL
2612,89,NULL
2613,82,NULL
2615,11,NULL
2615,13,NULL
2616,45,NULL
2616,51,NULL
2617,12,NULL
2617,14,NULL
2618,117,NULL
2619,83,NULL
2620,30,NULL
2620,27,NULL
2621,48,NULL
2621,50,NULL
2625,15,NULL
2625,91,NULL
2627,93,NULL
2629,27,NULL
2631,109,NULL
2631,104,NULL
2631,115,NULL
2634,117,NULL
2636,41,NULL
2637,11,NULL
2637,13,NULL
2637,15,NULL
2638,40,NULL
2639,83,NULL
2640,95,NULL
2641,71,NULL
2643,29,NULL
2643,25,NULL
2643,28,NULL
2644,71,NULL
2644,74,NULL
2645,71,1
2645,74,1
2646,88,NULL
2647,117,NULL
2648,118,NULL
2649,30,NULL
2649,26,NULL
2652,79,NULL
2653,6,NULL
2654,15,NULL
2654,91,NULL
2655,11,NULL
2655,13,NULL
2655,15,NULL
2656,48,NULL
2656,50,NULL
2657,48,NULL
2657,50,NULL
2658,30,NULL
2658,26,NULL
2658,27,NULL
2659,109,NULL
2659,104,NULL
2659,115,NULL
2660,30,NULL
2660,27,NULL
2661,27,3
2664,6,NULL
2665,53,NULL
2666,12,NULL
2666,14,NULL
2666,16,NULL
2668,95,NULL
2670,98,NULL
2671,12,NULL
2671,14,NULL
2671,16,1
2674,12,NULL
2674,14,NULL
2674,16,NULL
2676,82,NULL
2680,21,NULL
2682,12,NULL
2682,14,NULL
2682,16,NULL
2683,12,NULL
2683,14,NULL
2685,1,NULL
2686,117,NULL
2687,105,NULL
2687,112,NULL
2688,69,NULL
2689,117,NULL
2690,27,NULL
2691,69,NULL
2693,82,NULL
2696,48,NULL
2696,50,NULL
2697,89,NULL
2698,21,NULL
2699,48,NULL
2699,50,NULL
2701,109,NULL
2702,62,NULL
2703,27,NULL
2706,55,1
2707,71,NULL
2708,118,NULL
2711,29,NULL
2711,25,NULL
2711,28,NULL
2713,98,NULL
2715,109,NULL
2716,109,NULL
2717,83,NULL
2718,69,NULL
2719,74,NULL
2722,25,NULL
2722,28,NULL
2723,120,NULL
2724,102,NULL
2724,106,NULL
2725,1,NULL
2725,5,NULL
2726,6,NULL
2727,53,NULL
2728,21,NULL
2732,83,NULL
2732,85,NULL
2733,25,NULL
2735,48,NULL
2735,50,NULL
2736,29,NULL
2736,25,3
2737,82,NULL
2738,114,NULL
2740,108,NULL
2740,105,NULL
2740,112,NULL
2743,55,NULL
2746,82,NULL
2746,86,NULL
2747,79,1
2750,54,NULL
2751,97,NULL
2752,12,NULL
2752,14,NULL
2752,16,NULL
2753,117,NULL
2754,30,NULL
2754,26,NULL
2755,113,2
2755,102,2
2755,106,3
2755,115,NULL
2757,1,NULL
2757,5,NULL
2759,53,NULL
2763,57,NULL
2764,97,NULL
2765,47,NULL
2765,49,NULL
2766,118,NULL
2769,59,NULL
2770,92,NULL
2770,95,NULL
2773,109,NULL
2774,45,NULL
2774,51,NULL
2775,26,NULL
2776,97,NULL
2777,48,1
2777,50,NULL
2781,11,NULL
2781,13,NULL
2781,15,NULL
2782,1,NULL
2783,96,NULL
2784,103,NULL
2784,114,NULL
2785,79,NULL
2786,4,NULL
2788,53,1
2790,108,NULL
2791,53,NULL
2792,69,NULL
2793,105,NULL
2793,112,NULL
2794,109,NULL
2794,104,NULL
2795,98,3
2796,69,NULL
2798,30,NULL
2798,26,NULL
2799,11,NULL
2799,13,NULL
2800,47,NULL
2800,49,NULL
2801,113,NULL
2801,102,NULL
2801,106,NULL
2801,115,NULL
2802,74,NULL
2803,56,NULL
2804,96,NULL
2805,45,NULL
2805,51,NULL
2806,15,NULL
2806,91,NULL
2807,47,NULL
2807,49,NULL
2808,92,NULL
2809,53,NULL
2811,29,NULL
2811,25,NULL
2811,28,NULL
2812,30,NULL
2812,27,NULL
2813,104,NULL
2813,113,NULL
2814,79,NULL
2815,21,NULL
2816,97,NULL
2817,97,NULL
2819,109,NULL
2819,104,NULL
2821,72,NULL
2822,122,NULL
2824,100,NULL
2824,94,3
2826,47,NULL
2826,49,NULL
2827,6,NULL
2828,116,NULL
2828,4,NULL
2829,11,NULL
2829,13,NULL
2829,15,NULL
2831,83,NULL
2832,92,3
2833,93,NULL
2834,117,NULL
2836,118,NULL
2839,82,NULL
2839,86,NULL
2841,100,NULL
2841,94,NULL
2842,11,NULL
2842,13,NULL
2843,109,NULL
2843,104,NULL
2843,113,NULL
2844,12,NULL
2844,14,NULL
2846,7,NULL
2847,82,NULL
2847,86,NULL
2848,11,NULL
2848,13,NULL
2849,29,NULL
2849,25,NULL
2850,97,NULL
2852,71,NULL
2852,74,NULL
2854,59,NULL
2855,41,NULL
2856,100,NULL
2856,94,NULL
2857,54,NULL
2858,7,NULL
2859,12,NULL
2862,69,NULL
2863,53,NULL
2864,12,NULL
2864,14,NULL
2870,109,NULL
2870,104,NULL
2872,6,NULL
2873,11,NULL
2873,13,NULL
2873,15,NULL
2874,93,NULL
2875,83,NULL
2876,57,NULL
2877,6,NULL
2878,57,NULL
2879,98,NULL
2880,102,NULL
2880,106,NULL
2881,12,NULL
2881,14,NULL
2883,12,NULL
2884,117,NULL
2885,117,NULL
2886,108,NULL
2886,105,NULL
2888,117,NULL
2889,108,2
2889,105,2
2890,30,NULL
2890,26,NULL
2891,73,NULL
2893,28,NULL
2895,89,NULL
2896,21,NULL
2898,48,NULL
2898,50,NULL
2900,29,NULL
2900,25,NULL
2900,28,NULL
2902,29,NULL
2902,25,NULL
2904,105,NULL
2904,112,NULL
2904,114,NULL
2906,118,NULL
2907,108,NULL
2907,105,NULL
2907,112,NULL
2907,114,NULL
2910,72,1
2910,73,1
2913,109,NULL
2913,104,NULL
2913,113,NULL
2914,117,NULL
2915,21,NULL
2916,100,NULL
2916,94,NULL
2917,103,NULL
2917,107,NULL
2917,114,NULL
2918,116,1
2918,4,1
2919,93,NULL
1901,67,1
1423,67,2
994,67,3
2012,6,1
2050,85,1
1848,85,2
2561,85,3
1065,73,2
942,7,2
2428,7,2
1283,16,2
1700,16,3
2448,86,1
1399,86,2
2051,86,3
1661,8,1
845,8,2
1371,8,3
2456,101,1
923,101,2
320,101,3
2315,9,1
2086,9,2
2481,9,3
555,75,1
659,19,3
389,77,2
2431,77,3
1882,35,2
1095,35,3
1682,20,1
2350,20,2
2674,20,3
57,36,1
2736,36,2
1181,36,3
1409,19,2
1259,74,3
1259,77,1
471,19,1
1289,35,1
1448,5,NULL
1448,93,NULL
2264,109,NULL
2264,104,NULL
2860,67,NULL
2911,75,2
2910,75,3
676,12,NULL
1367,12,NULL
1995,12,NULL
